t,MV,MVP,MVI,MVD,SP,PV,DV,Man
7.500000000000000000e+01,9.809429283091967022e+01,1.288935385589752229e+02,-4.613910092336174529e+01,-2.942381676584769360e-05,5.500000000000000000e+01,3.424000000000000199e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,9.769778573857962556e+01,1.277138770789075437e+02,-4.536772764428286564e+01,-4.300245974487415496e-05,5.500000000000000000e+01,3.442999999999999972e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.700000000000000000e+01,9.804301380922447606e+01,1.272792649546720867e+02,-4.459897935934766622e+01,-1.584418386805237818e-05,5.500000000000000000e+01,3.450000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.800000000000000000e+01,9.782272457997640913e+01,1.262858658135624665e+02,-4.383623106102659506e+01,-3.621227202343697029e-05,5.500000000000000000e+01,3.465999999999999659e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.900000000000000000e+01,9.797060531919443349e+01,1.256649913503689362e+02,-4.307723275433935584e+01,-2.263362906245276811e-05,5.500000000000000000e+01,3.475999999999999801e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+01,9.817658977681364263e+01,1.251062043334947447e+02,-4.232160944012255754e+01,-2.036990318539170489e-05,5.500000000000000000e+01,3.485000000000000142e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.100000000000000000e+01,9.875342637833099957e+01,1.249199419945366856e+02,-4.156711112339591097e+01,-6.790435242481663559e-06,5.500000000000000000e+01,3.488000000000000256e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.200000000000000000e+01,9.907874278243201616e+01,1.244853298703012143e+02,-4.081523780081294461e+01,-1.584286385607227535e-05,5.500000000000000000e+01,3.495000000000000284e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.300000000000000000e+01,9.902616593258355238e+01,1.236781930681496675e+02,-4.006823946735396191e+01,-2.942257926288433680e-05,5.500000000000000000e+01,3.507999999999999829e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.400000000000000000e+01,9.878087602570268189e+01,1.226847939270400047e+02,-3.932724112050910747e+01,-3.621276698733076865e-05,5.500000000000000000e+01,3.524000000000000199e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.500000000000000000e+01,9.852916489395136068e+01,1.216913947859303846e+02,-3.859224276027838130e+01,-3.621301450536402593e-05,5.500000000000000000e+01,3.539999999999999858e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.600000000000000000e+01,9.908309454064301747e+01,1.215051324469723255e+02,-3.785836939753779973e+01,-6.791012760503144757e-06,5.500000000000000000e+01,3.542999999999999972e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.700000000000000000e+01,9.857359506314504927e+01,1.202633835205852648e+02,-3.713199601806488204e+01,-4.526486563100924073e-05,5.500000000000000000e+01,3.563000000000000256e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.800000000000000000e+01,9.893078945721624962e+01,1.198908588426691750e+02,-3.640787263357226067e+01,-1.358103543382928948e-05,5.500000000000000000e+01,3.568999999999999773e+01,1.000000000000000000e+01,0.000000000000000000e+00
8.900000000000000000e+01,9.903551535297904707e+01,1.192699843794756447e+02,-3.568749924071347124e+01,-2.263280410157766367e-05,5.500000000000000000e+01,3.578999999999999915e+01,1.000000000000000000e+01,0.000000000000000000e+00
