t,MV,PV,DV
1.120000000000000000e+02,7.065618472683881635e+01,4.742000000000000171e+01,1.000000000000000000e+01
1.130000000000000000e+02,7.031722834694474500e+01,4.752000000000000313e+01,1.000000000000000000e+01
1.140000000000000000e+02,7.022431728594321498e+01,4.757999999999999829e+01,1.000000000000000000e+01
1.150000000000000000e+02,7.050387585791111178e+01,4.757999999999999829e+01,1.000000000000000000e+01
1.160000000000000000e+02,7.015871789077289122e+01,4.767999999999999972e+01,1.000000000000000000e+01
1.170000000000000000e+02,7.062182135748768985e+01,4.764999999999999858e+01,1.000000000000000000e+01
1.180000000000000000e+02,7.052378884649645840e+01,4.771000000000000085e+01,1.000000000000000000e+01
1.190000000000000000e+02,7.079826880282733725e+01,4.771000000000000085e+01,1.000000000000000000e+01
1.200000000000000000e+02,7.063543889889227501e+01,4.778000000000000114e+01,1.000000000000000000e+01
1.210000000000000000e+02,7.053242387391247803e+01,4.784000000000000341e+01,1.000000000000000000e+01
1.220000000000000000e+02,7.061451251969965881e+01,4.786999999999999744e+01,1.000000000000000000e+01
1.230000000000000000e+02,7.044557466333776574e+01,4.793999999999999773e+01,1.000000000000000000e+01
1.240000000000000000e+02,7.052384598563125451e+01,4.796999999999999886e+01,1.000000000000000000e+01
1.250000000000000000e+02,7.060095157410214028e+01,4.800000000000000000e+01,1.000000000000000000e+01
1.260000000000000000e+02,7.067690237678556286e+01,4.803000000000000114e+01,1.000000000000000000e+01
1.270000000000000000e+02,7.068923546092351273e+01,4.807000000000000028e+01,1.000000000000000000e+01
1.280000000000000000e+02,7.076250916853024364e+01,4.810000000000000142e+01,1.000000000000000000e+01
1.290000000000000000e+02,7.064723669250535920e+01,4.815999999999999659e+01,1.000000000000000000e+01
1.300000000000000000e+02,7.027983883245529739e+01,4.825999999999999801e+01,1.000000000000000000e+01
1.310000000000000000e+02,6.990867805056120687e+01,4.835999999999999943e+01,1.000000000000000000e+01
1.320000000000000000e+02,7.015839365463573074e+01,4.835999999999999943e+01,1.000000000000000000e+01
1.330000000000000000e+02,6.922123764705571602e+01,4.854999999999999716e+01,1.000000000000000000e+01
1.340000000000000000e+02,6.827698124768768650e+01,4.874000000000000199e+01,1.000000000000000000e+01
1.350000000000000000e+02,6.770037076005269228e+01,4.886999999999999744e+01,1.000000000000000000e+01
1.360000000000000000e+02,6.749364357489000099e+01,4.893999999999999773e+01,1.000000000000000000e+01
1.370000000000000000e+02,6.697193880553291478e+01,4.906000000000000227e+01,1.000000000000000000e+01
1.380000000000000000e+02,6.638326603933626302e+01,4.918999999999999773e+01,1.000000000000000000e+01
1.390000000000000000e+02,6.616449498859782352e+01,4.925999999999999801e+01,1.000000000000000000e+01
1.400000000000000000e+02,6.600553701363641323e+01,4.932000000000000028e+01,1.000000000000000000e+01
1.410000000000000000e+02,6.621910267276018658e+01,4.932000000000000028e+01,1.000000000000000000e+01
1.420000000000000000e+02,6.680743130437072352e+01,4.925999999999999801e+01,1.000000000000000000e+01
1.430000000000000000e+02,6.702319701474733904e+01,4.925999999999999801e+01,1.000000000000000000e+01
1.440000000000000000e+02,6.705157166719453699e+01,4.928999999999999915e+01,1.000000000000000000e+01
1.450000000000000000e+02,6.745360639494852251e+01,4.925999999999999801e+01,1.000000000000000000e+01
1.460000000000000000e+02,6.766934895377519865e+01,4.925999999999999801e+01,1.000000000000000000e+01
1.470000000000000000e+02,6.769769518537191288e+01,4.928999999999999915e+01,1.000000000000000000e+01
1.480000000000000000e+02,6.809970291531638509e+01,4.925999999999999801e+01,1.000000000000000000e+01
1.490000000000000000e+02,6.750337859777434346e+01,4.939000000000000057e+01,1.000000000000000000e+01
1.500000000000000000e+02,6.634002538045098163e+01,4.960999999999999943e+01,1.000000000000000000e+01
1.510000000000000000e+02,6.673005289235416626e+01,4.957999999999999829e+01,1.000000000000000000e+01
